eid,block,performance,contrasts,n_contrasts
e2482f29-e64e-46a2-856c-8a3ef2cd5d11,0.2,"[0.07142857142857142, 0.1, 0.09090909090909091, 0.2857142857142857, 0.4, 0.7884615384615384, 1.0, 0.967741935483871, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 10, 11, 7, 60, 52, 48, 31, 32]"
e2482f29-e64e-46a2-856c-8a3ef2cd5d11,0.8,"[0.07142857142857142, 0.04, 0.10204081632653061, 0.15625, 0.4166666666666667, 0.5625, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[70, 50, 49, 64, 60, 16, 12, 10, 18]"
ff3417eb-6885-4a0a-bfaf-d0eca01aefe9,0.5,"[0.2222222222222222, 0.0, 0.0, 0.07692307692307693, 0.2222222222222222, 0.14285714285714285, 0.5384615384615384, 0.875, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 7, 7, 13, 18, 7, 13, 8, 8]"
ff3417eb-6885-4a0a-bfaf-d0eca01aefe9,0.2,"[0.0, 0.0, 0.0, 0.15384615384615385, 0.5, 0.7796610169491526, 0.8, 0.9411764705882353, 0.9705882352941176]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 15, 10, 13, 56, 59, 40, 51, 34]"
ff3417eb-6885-4a0a-bfaf-d0eca01aefe9,0.8,"[0.0, 0.022222222222222223, 0.029411764705882353, 0.109375, 0.3275862068965517, 0.125, 0.42857142857142855, 0.8333333333333334, 0.95]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[43, 45, 34, 64, 58, 8, 14, 12, 20]"
69b66ac9-4de4-4e35-84eb-c0210883f539,0.5,"[0.0, 0.1, 0.2857142857142857, 0.5833333333333334, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 10, 7, 12, 17, 10, 4, 8, 11]"
69b66ac9-4de4-4e35-84eb-c0210883f539,0.2,"[0.0, 0.2, 0.3333333333333333, 0.6, 0.6923076923076923, 0.8571428571428571, 0.85, 0.8947368421052632, 0.8695652173913043]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 5, 3, 5, 26, 21, 20, 19, 23]"
69b66ac9-4de4-4e35-84eb-c0210883f539,0.8,"[0.0, 0.5, 0.42857142857142855, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 8, 7, 9, 10, 5, 5, 2, 4]"
20fdb0a4-e8d9-46d5-8861-c940bf12de5e,0.5,"[0.0, 0.0, 0.16666666666666666, 0.4, 0.5555555555555556, 0.3888888888888889, 0.6363636363636364, 0.8888888888888888, 0.8333333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 11, 12, 5, 9, 18, 11, 9, 6]"
20fdb0a4-e8d9-46d5-8861-c940bf12de5e,0.2,"[0.0, 0.0, 0.0, 0.391304347826087, 0.5714285714285714, 0.7164179104477612, 0.8, 0.8571428571428571, 0.9838709677419355]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 21, 17, 23, 84, 67, 70, 63, 62]"
20fdb0a4-e8d9-46d5-8861-c940bf12de5e,0.8,"[0.0, 0.0, 0.015151515151515152, 0.0375, 0.11956521739130435, 0.5714285714285714, 0.6666666666666666, 0.85, 0.7619047619047619]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[69, 81, 66, 80, 92, 7, 21, 20, 21]"
8bf8dbd0-260d-43b2-bed4-149012a5d58d,0.5,"[0.0, 0.1111111111111111, 0.2222222222222222, 0.3333333333333333, 0.631578947368421, 0.875, 0.5, 1.0, 0.8333333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 9, 9, 3, 19, 16, 4, 10, 12]"
8bf8dbd0-260d-43b2-bed4-149012a5d58d,0.2,"[0.041666666666666664, 0.19230769230769232, 0.1111111111111111, 0.47058823529411764, 0.7752808988764045, 0.7631578947368421, 0.9195402298850575, 0.9367088607594937, 0.9777777777777777]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[24, 26, 9, 17, 89, 76, 87, 79, 90]"
8bf8dbd0-260d-43b2-bed4-149012a5d58d,0.8,"[0.0, 0.02631578947368421, 0.06896551724137931, 0.14473684210526316, 0.4583333333333333, 0.6296296296296297, 0.6153846153846154, 0.6428571428571429, 0.9166666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[69, 76, 87, 76, 96, 27, 26, 14, 24]"
2ff965c2-52b0-4af1-ac46-248cf2bb5661,0.5,"[0.0, 0.25, 0.09090909090909091, 0.42857142857142855, 0.7777777777777778, 1.0, 0.8, 1.0, 0.8181818181818182]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[15, 4, 11, 7, 18, 10, 5, 9, 11]"
2ff965c2-52b0-4af1-ac46-248cf2bb5661,0.2,"[0.0, 0.18181818181818182, 0.0, 0.5714285714285714, 0.9122807017543859, 0.9137931034482759, 0.9302325581395349, 0.92, 0.8717948717948718]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 11, 18, 14, 57, 58, 43, 50, 39]"
2ff965c2-52b0-4af1-ac46-248cf2bb5661,0.8,"[0.020833333333333332, 0.16981132075471697, 0.16, 0.21818181818181817, 0.7432432432432432, 0.7142857142857143, 0.9, 0.8666666666666667, 0.6666666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[48, 53, 50, 55, 74, 14, 10, 15, 18]"
d87dad96-3def-4d16-b2a8-a55362ba23ce,0.5,"[0.2222222222222222, 0.36363636363636365, 1.0, 0.6666666666666666, 0.6111111111111112, 0.75, 0.6363636363636364, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 11, 7, 12, 18, 4, 11, 8, 10]"
d87dad96-3def-4d16-b2a8-a55362ba23ce,0.2,"[0.9, 0.8888888888888888, 0.75, 1.0, 0.8235294117647058, 1.0, 1.0, 0.96, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 9, 4, 7, 34, 22, 29, 25, 33]"
d87dad96-3def-4d16-b2a8-a55362ba23ce,0.8,"[0.5555555555555556, 0.5263157894736842, 0.7916666666666666, 0.6, 0.75, 0.6363636363636364, 1.0, 0.5, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[27, 19, 24, 35, 40, 11, 2, 4, 5]"
7b53d554-93c6-4248-8869-b84ebc11b164,0.5,"[0.1, 0.2727272727272727, 0.0, 0.14285714285714285, 0.2222222222222222, 0.4, 0.2, 0.5555555555555556, 0.9]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 11, 5, 7, 18, 10, 10, 9, 10]"
7b53d554-93c6-4248-8869-b84ebc11b164,0.2,"[0.125, 0.5, 0.375, 0.4, 0.5102040816326531, 0.6785714285714286, 0.6388888888888888, 0.9615384615384616, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 4, 8, 10, 49, 28, 36, 26, 35]"
7b53d554-93c6-4248-8869-b84ebc11b164,0.8,"[0.01639344262295082, 0.12698412698412698, 0.2857142857142857, 0.3392857142857143, 0.2033898305084746, 0.3, 0.3, 0.8461538461538461, 0.8947368421052632]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[61, 63, 63, 56, 59, 20, 20, 13, 19]"
9f53d396-3b32-4890-a6dc-8d42aedda080,0.5,"[0.2, 0.5, 0.7777777777777778, 0.6666666666666666, 0.6111111111111112, 0.6363636363636364, 0.75, 0.875, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 6, 9, 12, 18, 11, 8, 8, 8]"
9f53d396-3b32-4890-a6dc-8d42aedda080,0.2,"[0.2, 0.18181818181818182, 0.6, 0.5, 0.875, 0.7894736842105263, 0.96, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 11, 5, 4, 40, 38, 25, 30, 28]"
9f53d396-3b32-4890-a6dc-8d42aedda080,0.8,"[0.034482758620689655, 0.030303030303030304, 0.2413793103448276, 0.2857142857142857, 0.3333333333333333, 0.4782608695652174, 0.3076923076923077, 0.8181818181818182, 0.9047619047619048]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[58, 66, 58, 56, 57, 23, 13, 11, 21]"
b1a15604-6988-4921-a3e8-b0242bd1118c,0.5,"[0.42857142857142855, 0.3333333333333333, 0.7272727272727273, 0.5, 1.0, 1.0, 0.9090909090909091, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 12, 11, 8, 12, 13, 11, 5, 11]"
b1a15604-6988-4921-a3e8-b0242bd1118c,0.2,"[0.25, 0.25, 0.9, 0.8333333333333334, 0.847457627118644, 0.9038461538461539, 0.9148936170212766, 0.9761904761904762, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 8, 10, 12, 59, 52, 47, 42, 44]"
b1a15604-6988-4921-a3e8-b0242bd1118c,0.8,"[0.1836734693877551, 0.42592592592592593, 0.543859649122807, 0.8461538461538461, 0.7121212121212122, 0.875, 0.875, 0.9333333333333333, 0.9411764705882353]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[49, 54, 57, 52, 66, 8, 16, 15, 17]"
0a6a537a-cb16-4bac-8a44-a96248247a79,0.5,"[0.5, 0.6666666666666666, 0.75, 0.75, 0.8, 0.5555555555555556, 0.75, 0.625, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 6, 8, 4, 20, 9, 12, 8, 11]"
0a6a537a-cb16-4bac-8a44-a96248247a79,0.2,"[0.8461538461538461, 0.8, 0.9444444444444444, 1.0, 0.9571428571428572, 0.9069767441860465, 0.9558823529411765, 1.0, 0.9803921568627451]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 10, 18, 11, 70, 43, 68, 64, 51]"
0a6a537a-cb16-4bac-8a44-a96248247a79,0.8,"[0.21818181818181817, 0.328125, 0.2962962962962963, 0.42857142857142855, 0.4342105263157895, 0.7142857142857143, 0.625, 0.6, 0.875]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[55, 64, 54, 42, 76, 7, 16, 10, 8]"
438cdcd0-0fd7-4768-8116-1e02c3e50f71,0.5,"[0.0, 0.0, 0.07142857142857142, 0.375, 0.4375, 0.7777777777777778, 0.7142857142857143, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 7, 14, 8, 16, 9, 7, 8, 9]"
438cdcd0-0fd7-4768-8116-1e02c3e50f71,0.2,"[0.0, 0.0, 0.25, 0.36363636363636365, 0.8085106382978723, 0.92, 0.9830508474576272, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 16, 12, 11, 47, 50, 59, 43, 59]"
438cdcd0-0fd7-4768-8116-1e02c3e50f71,0.8,"[0.0, 0.0, 0.07692307692307693, 0.09259259259259259, 0.42857142857142855, 0.8571428571428571, 0.8888888888888888, 0.9285714285714286, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[58, 55, 39, 54, 63, 7, 18, 14, 14]"
69bca363-0d38-4679-9379-7b6c89602ec7,0.5,"[0.0, 0.2857142857142857, 0.2857142857142857, 0.8571428571428571, 0.8571428571428571, 0.8, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 7, 7, 7, 21, 10, 12, 5, 11]"
69bca363-0d38-4679-9379-7b6c89602ec7,0.2,"[1.0, 0.7222222222222222, 0.9230769230769231, 0.8571428571428571, 0.9791666666666666, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 18, 13, 14, 48, 45, 52, 52, 43]"
69bca363-0d38-4679-9379-7b6c89602ec7,0.8,"[0.525, 0.7837837837837838, 0.8125, 0.896551724137931, 0.9787234042553191, 1.0, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[40, 37, 32, 29, 47, 10, 5, 7, 5]"
1697f431-1927-41e7-aecc-f81bf0151ff2,0.5,"[0.0, 0.0, 0.0, 0.4666666666666667, 0.875, 0.5714285714285714, 0.46153846153846156, 0.5, 0.6153846153846154]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 7, 1, 15, 16, 7, 13, 8, 13]"
1697f431-1927-41e7-aecc-f81bf0151ff2,0.2,"[0.0, 0.0625, 0.0, 0.4444444444444444, 0.8387096774193549, 0.8382352941176471, 0.8390804597701149, 0.8275862068965517, 0.825]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[19, 16, 16, 18, 93, 68, 87, 87, 80]"
1697f431-1927-41e7-aecc-f81bf0151ff2,0.8,"[0.0, 0.03125, 0.04225352112676056, 0.32075471698113206, 0.6352941176470588, 0.7272727272727273, 0.75, 0.7142857142857143, 0.6666666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[65, 64, 71, 53, 85, 11, 8, 21, 18]"
82975a32-4862-4519-b862-1fc0bd32eed7,0.5,"[0.0, 0.1111111111111111, 0.125, 0.0, 0.1875, 0.2, 0.2857142857142857, 0.5, 0.625]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 9, 8, 7, 16, 10, 7, 10, 16]"
82975a32-4862-4519-b862-1fc0bd32eed7,0.2,"[0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.125, 0.0]","[-25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 4, 3, 21, 12, 11, 8, 7]"
82975a32-4862-4519-b862-1fc0bd32eed7,0.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 100.0]","[6, 3, 9, 5, 6, 2, 1]"
76d4476a-3947-4817-b6fa-b4e20dc62ddb,0.5,"[0.07142857142857142, 0.125, 0.0, 0.5, 0.625, 0.75, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 8, 12, 12, 16, 8, 5, 8, 7]"
76d4476a-3947-4817-b6fa-b4e20dc62ddb,0.2,"[0.2857142857142857, 0.3333333333333333, 0.3, 0.4444444444444444, 0.6607142857142857, 0.8648648648648649, 1.0, 0.9795918367346939, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 9, 10, 9, 56, 37, 45, 49, 48]"
76d4476a-3947-4817-b6fa-b4e20dc62ddb,0.8,"[0.16666666666666666, 0.10638297872340426, 0.21739130434782608, 0.21739130434782608, 0.3137254901960784, 1.0, 0.8571428571428571, 1.0, 0.9166666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[30, 47, 46, 46, 51, 6, 7, 10, 12]"
f0bd7fc8-dcb0-41f4-b29b-20c16aa23695,0.5,"[0.0, 0.16666666666666666, 0.0, 0.1111111111111111, 0.2, 0.3, 1.0, 0.5555555555555556, 0.9166666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 6, 6, 9, 20, 10, 6, 9, 12]"
f0bd7fc8-dcb0-41f4-b29b-20c16aa23695,0.2,"[0.0, 0.25, 0.2, 0.5, 0.5714285714285714, 0.4444444444444444, 0.6111111111111112, 0.75, 0.75]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 4, 5, 2, 21, 18, 18, 8, 24]"
f0bd7fc8-dcb0-41f4-b29b-20c16aa23695,0.8,"[0.1, 0.2222222222222222, 0.07142857142857142, 0.125, 0.3333333333333333, 0.25, 0.75, 0.5, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 9, 14, 8, 9, 4, 4, 2, 1]"
36457214-2b2f-44d3-8080-35e50f5c4cad,0.5,"[0.0, 0.25, 0.4, 0.7142857142857143, 0.6842105263157895, 0.4, 1.0, 0.75, 0.8]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 12, 15, 7, 19, 10, 7, 4, 10]"
36457214-2b2f-44d3-8080-35e50f5c4cad,0.2,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.625, 0.25, 0.5714285714285714, 0.14285714285714285]","[-100.0, -25.0, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[1, 1, 2, 6, 8, 4, 7, 7]"
36457214-2b2f-44d3-8080-35e50f5c4cad,0.8,"[0.0, 0.0, 0.10526315789473684, 0.23076923076923078, 0.34782608695652173, 0.5, 0.0, 0.3333333333333333, 0.4]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[21, 17, 19, 13, 23, 4, 2, 3, 5]"
2bcaea75-44f1-415c-87ee-ad7cebccf12f,0.5,"[0.0, 0.0, 0.13333333333333333, 0.3333333333333333, 0.6666666666666666, 0.9, 0.8333333333333334, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 10, 15, 6, 18, 10, 6, 6, 8]"
2bcaea75-44f1-415c-87ee-ad7cebccf12f,0.2,"[0.0, 0.0, 0.14285714285714285, 0.42857142857142855, 0.8620689655172413, 0.9523809523809523, 0.8888888888888888, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 5, 7, 7, 29, 21, 27, 26, 25]"
2bcaea75-44f1-415c-87ee-ad7cebccf12f,0.8,"[0.2, 0.20689655172413793, 0.16129032258064516, 0.3125, 0.5263157894736842, 0.25, 0.5714285714285714, 0.8, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[30, 29, 31, 16, 38, 4, 7, 10, 4]"
97b8ba5e-6331-43a5-90e9-c15efd2ea4e7,0.5,"[0.1, 0.1111111111111111, 0.0, 0.25, 0.2, 0.35714285714285715, 0.75, 0.75, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 9, 11, 8, 20, 14, 8, 4, 6]"
97b8ba5e-6331-43a5-90e9-c15efd2ea4e7,0.2,"[0.0, 0.0, 0.5, 0.4, 0.5882352941176471, 0.7272727272727273, 0.9, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[3, 3, 4, 5, 17, 22, 30, 13, 16]"
97b8ba5e-6331-43a5-90e9-c15efd2ea4e7,0.8,"[0.08333333333333333, 0.05, 0.13636363636363635, 0.1, 0.09090909090909091, 0.2, 0.4, 0.6666666666666666, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[24, 20, 22, 20, 33, 10, 5, 9, 9]"
64715cbf-5c24-4ee2-8569-fd422df97d3e,0.5,"[0.0, 0.0, 0.3333333333333333, 0.16666666666666666, 0.25, 0.4444444444444444, 0.7142857142857143, 0.5714285714285714, 0.75]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 10, 6, 12, 20, 9, 7, 7, 12]"
64715cbf-5c24-4ee2-8569-fd422df97d3e,0.2,"[0.0, 0.18181818181818182, 0.18181818181818182, 0.08333333333333333, 0.4186046511627907, 0.24324324324324326, 0.2, 0.3793103448275862, 0.7714285714285715]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 11, 11, 12, 43, 37, 30, 29, 35]"
64715cbf-5c24-4ee2-8569-fd422df97d3e,0.8,"[0.0, 0.0, 0.0625, 0.13333333333333333, 0.15217391304347827, 0.0, 0.0, 0.5, 0.8]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[40, 27, 48, 30, 46, 7, 8, 2, 5]"
a1603f75-b7b2-4643-853d-495645878def,0.5,"[0.0, 0.0, 0.0, 0.125, 0.1875, 0.0, 0.125, 0.4444444444444444, 0.7777777777777778]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 11, 12, 8, 16, 6, 8, 9, 9]"
a1603f75-b7b2-4643-853d-495645878def,0.2,"[0.07142857142857142, 0.16, 0.3333333333333333, 0.4444444444444444, 0.6886792452830188, 0.782608695652174, 0.8160919540229885, 0.8923076923076924, 0.9868421052631579]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[28, 25, 15, 18, 106, 92, 87, 65, 76]"
a1603f75-b7b2-4643-853d-495645878def,0.8,"[0.0, 0.010309278350515464, 0.06818181818181818, 0.20618556701030927, 0.24731182795698925, 0.4375, 0.5263157894736842, 0.7727272727272727, 0.9583333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[101, 97, 88, 97, 93, 16, 19, 22, 24]"
113b4bd6-4bf0-46cc-994d-063160c35630,0.5,"[0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.6666666666666666, 0.42857142857142855, 0.5555555555555556, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 12, 12, 8, 18, 9, 7, 9, 7]"
113b4bd6-4bf0-46cc-994d-063160c35630,0.2,"[0.0, 0.03333333333333333, 0.0, 0.15, 0.6666666666666666, 0.7, 0.7425742574257426, 0.8909090909090909, 0.9156626506024096]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 30, 18, 20, 126, 90, 101, 110, 83]"
113b4bd6-4bf0-46cc-994d-063160c35630,0.8,"[0.0, 0.0, 0.0, 0.022727272727272728, 0.11538461538461539, 0.3181818181818182, 0.3684210526315789, 0.5789473684210527, 0.6666666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[73, 86, 90, 88, 104, 22, 19, 19, 18]"
37857224-08d8-4eea-9755-876517bb81f6,0.5,"[0.0, 0.1111111111111111, 0.0, 0.18181818181818182, 0.5625, 0.8, 0.5, 0.8333333333333334, 0.75]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[15, 9, 11, 11, 16, 10, 8, 6, 4]"
37857224-08d8-4eea-9755-876517bb81f6,0.2,"[0.0, 0.25, 0.38461538461538464, 0.42857142857142855, 0.8769230769230769, 0.8679245283018868, 0.9107142857142857, 0.9772727272727273, 0.8484848484848485]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 20, 13, 14, 65, 53, 56, 44, 66]"
37857224-08d8-4eea-9755-876517bb81f6,0.8,"[0.027777777777777776, 0.024390243902439025, 0.358974358974359, 0.5918367346938775, 0.88, 0.7272727272727273, 0.9, 0.8, 0.8333333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[36, 41, 39, 49, 50, 11, 10, 10, 12]"
211ce14d-541f-4d39-8151-53d05572e68d,0.5,"[0.8888888888888888, 0.75, 0.875, 0.9285714285714286, 0.8888888888888888, 0.9166666666666666, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 12, 8, 14, 18, 12, 5, 6, 6]"
211ce14d-541f-4d39-8151-53d05572e68d,0.2,"[0.5, 1.0, 1.0, 0.5, 0.8333333333333334, 0.8888888888888888, 0.875, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[2, 2, 2, 2, 12, 9, 8, 8, 8]"
211ce14d-541f-4d39-8151-53d05572e68d,0.8,"[0.39285714285714285, 0.3939393939393939, 0.7391304347826086, 0.3684210526315789, 0.5405405405405406, 0.5, 0.6666666666666666, 0.5, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[28, 33, 23, 19, 37, 6, 3, 8, 5]"
96fe755c-c605-4a43-91c0-9cb95d71bf39,0.5,"[0.0, 0.46153846153846156, 0.2, 0.5, 0.4117647058823529, 0.375, 0.7142857142857143, 0.75, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 13, 10, 8, 17, 8, 7, 8, 7]"
96fe755c-c605-4a43-91c0-9cb95d71bf39,0.2,"[0.4, 0.75, 0.6666666666666666, 0.25, 0.7631578947368421, 0.7692307692307693, 0.8181818181818182, 0.8846153846153846, 0.9666666666666667]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 4, 6, 4, 38, 39, 22, 26, 30]"
96fe755c-c605-4a43-91c0-9cb95d71bf39,0.8,"[0.08, 0.07407407407407407, 0.21428571428571427, 0.38095238095238093, 0.42424242424242425, 0.42857142857142855, 0.4444444444444444, 0.8, 0.9166666666666666]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[25, 27, 28, 42, 33, 7, 9, 5, 12]"
690d9b03-053c-453a-ab9d-4aa041664eff,0.5,"[0.0, 0.2727272727272727, 0.45454545454545453, 0.5, 0.2777777777777778, 0.4, 0.4, 0.5, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 11, 11, 10, 18, 5, 10, 6, 11]"
690d9b03-053c-453a-ab9d-4aa041664eff,0.2,"[0.5, 0.4, 0.6, 0.3333333333333333, 0.4, 0.5, 0.5, 0.7333333333333333, 0.8666666666666667]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 10, 5, 6, 35, 28, 30, 15, 30]"
